transaction_amount,transaction_hour,distance_from_home_km,distance_from_last_transaction_km,ratio_to_median_purchase,repeat_retailer,used_chip,used_pin,online_order,cash_withdrawal,card_age_days,device_trust_score,transactions_last_24h,merchant_risk_score,weekend,foreign_transaction,fraud
8.57,17,5.92,5.06,3.18,0,1,1,0,0,428,0.783,2,6.61,0,0,0
36.42,16,2.26,10.6,1.239,0,1,1,0,0,1226,0.673,6,13.9,0,0,0
18.38,16,0.33,1.12,1.415,1,0,1,0,0,10,0.795,3,8.95,0,0,0
12.38,9,7.37,1.15,0.76,1,0,0,0,0,815,0.314,2,33.49,0,0,0
12.32,8,6.61,4.6,0.257,1,1,1,0,0,478,0.969,6,38.1,0,0,0
81.79,9,36.17,22.58,1.053,1,0,1,1,1,803,0.546,5,31.24,0,0,1
69.08,23,3.56,11.09,0.953,0,1,0,0,1,414,0.441,5,6.92,1,0,0
6.44,9,0.9,18.56,0.621,0,0,1,0,0,217,0.478,5,33.46,0,0,0
27.27,3,33.65,13.56,0.941,1,1,0,1,0,857,0.673,1,31.36,1,1,1
45.31,9,35.53,1.04,0.518,0,1,1,1,0,722,0.849,6,35.89,0,0,0
19.56,20,3.0,18.41,2.125,0,1,0,0,0,660,0.448,1,26.02,1,0,0
17.84,0,6.69,4.31,0.6,0,1,0,1,1,1456,0.765,2,4.75,1,0,0
29.9,21,8.32,2.95,0.806,1,0,0,1,0,858,0.729,1,43.96,0,1,0
39.8,9,12.94,17.74,0.788,1,1,0,1,0,746,0.638,5,5.43,1,0,0
13.51,18,0.44,4.0,0.928,1,1,0,1,0,1723,0.809,3,24.67,0,0,0
61.73,3,11.94,26.92,0.451,1,1,0,0,0,10,0.713,3,49.37,0,1,1
11.15,20,2.4,8.98,0.673,1,1,0,0,0,868,0.758,8,29.3,0,0,0
8.18,2,4.98,1.45,3.826,0,1,0,0,0,1112,0.626,2,65.66,0,0,1
7.3,22,6.15,0.44,3.563,1,0,1,0,1,515,0.545,6,24.41,0,0,0
19.27,8,9.72,24.53,0.237,0,1,1,1,0,10,0.762,3,47.11,0,0,0
124.89,16,1.9,2.97,1.308,0,0,1,1,0,307,0.628,1,46.42,1,0,0
22.51,11,3.4,4.67,0.811,1,0,0,0,0,509,0.669,4,36.23,1,0,0
8.68,4,1.05,5.33,1.31,1,1,1,0,0,521,0.551,0,39.15,0,0,0
67.35,17,7.7,1.16,1.276,1,0,1,0,0,198,0.99,1,37.95,0,0,0
8.84,11,22.42,5.72,0.999,1,0,1,0,0,686,0.399,6,35.87,0,0,0
56.46,12,7.1,11.61,0.304,1,1,0,0,0,246,0.655,3,23.35,0,0,0
16.05,0,11.13,6.12,1.548,0,0,0,0,0,469,0.509,4,14.8,0,0,0
91.06,14,10.77,1.28,1.188,1,1,0,1,1,341,0.749,0,23.3,0,0,0
74.94,4,1.93,8.66,0.551,1,0,0,0,0,882,0.615,1,14.88,1,0,0
76.2,9,0.09,14.89,1.322,0,0,1,0,0,784,0.758,4,11.72,0,0,0
10.13,21,2.71,1.12,0.57,0,0,1,1,0,882,0.617,3,59.34,0,0,0
13.78,7,31.63,3.96,0.716,0,1,1,1,0,500,0.731,4,36.2,0,0,0
428.79,2,6.13,4.01,0.736,1,1,1,1,0,860,0.633,4,10.37,0,0,0
105.88,22,9.37,19.83,1.951,1,1,1,0,0,1377,0.803,7,9.87,0,1,0
40.24,21,4.77,18.67,1.804,1,1,0,0,0,10,0.607,5,8.65,0,0,0
24.76,14,1.67,9.93,0.527,1,1,0,0,1,469,0.99,3,34.27,1,0,0
32.77,21,0.73,8.46,1.113,0,0,1,1,0,446,0.541,0,30.77,1,0,0
100.12,18,3.41,5.55,0.786,1,1,0,1,1,869,0.551,6,53.13,1,0,1
25.02,2,6.03,6.94,0.302,0,1,1,1,0,471,0.682,1,53.85,0,0,0
16.91,13,3.75,7.44,0.326,1,1,0,0,1,389,0.756,0,33.54,1,0,0
11.87,14,2.09,5.42,0.933,0,0,1,0,0,975,0.838,6,28.62,0,0,0
45.42,6,0.93,17.85,1.165,1,1,0,0,0,513,0.904,4,15.66,1,0,0
29.27,9,5.66,29.97,1.413,1,0,0,1,0,532,0.672,2,38.95,1,0,1
27.36,3,11.11,35.76,1.209,0,1,0,1,0,636,0.918,3,30.1,0,0,1
51.84,8,30.67,4.38,0.725,1,1,0,0,0,633,0.556,1,38.05,0,0,0
128.57,5,4.81,5.72,1.349,1,0,0,1,0,410,0.656,6,24.68,0,0,0
10.59,13,18.89,7.51,1.198,1,1,0,0,0,419,0.385,3,42.74,0,0,0
61.82,19,17.44,9.56,2.93,1,1,1,0,0,419,0.757,2,17.46,1,0,0
11.59,15,5.34,4.86,0.254,0,1,1,0,0,867,0.408,2,35.59,0,0,0
94.01,23,48.42,7.94,0.627,1,1,1,0,1,346,0.524,4,13.36,0,0,0
50.5,15,13.28,8.94,1.354,0,1,1,1,0,506,0.679,3,9.47,1,0,0
25.91,21,28.12,18.61,2.325,1,1,0,0,0,258,0.802,5,5.28,0,1,0
10.15,5,22.84,1.88,0.372,1,1,0,0,0,331,0.942,4,35.48,0,0,0
23.5,20,2.47,14.32,0.974,1,0,0,1,0,265,0.754,2,27.49,1,0,0
44.54,13,34.78,9.83,0.973,0,1,0,1,0,340,0.846,3,32.6,0,0,0
83.29,15,5.89,3.22,0.98,1,1,0,0,0,1508,0.636,1,20.08,0,0,0
15.64,20,32.61,4.81,2.214,1,1,0,0,0,870,0.879,2,45.19,1,1,0
49.75,7,21.82,8.73,0.889,1,0,1,1,1,661,0.614,2,11.41,0,0,0
15.27,5,4.62,10.96,1.442,0,0,0,1,0,152,0.674,2,30.17,1,0,0
31.52,7,1.93,1.29,0.365,0,1,0,1,0,757,0.858,4,18.43,1,0,0
87.65,12,6.87,0.22,0.474,1,0,1,0,0,738,0.53,2,26.81,0,1,1
18.29,11,40.62,12.35,0.341,0,1,0,0,0,949,0.816,3,41.87,0,1,1
20.25,4,10.88,1.67,0.562,0,1,1,1,1,1372,0.593,1,13.02,1,1,0
12.18,19,6.25,6.55,1.496,1,1,1,1,1,264,0.656,5,16.19,0,0,0
12.04,4,39.93,2.02,0.738,1,0,0,0,0,122,0.812,5,45.45,0,0,0
18.62,18,27.92,8.53,1.003,0,1,0,0,0,951,0.755,3,35.89,1,0,0
32.95,22,2.08,5.11,1.589,0,0,0,0,0,30,0.586,5,4.63,0,0,0
23.16,13,17.09,7.83,1.475,1,1,1,1,0,762,0.605,0,47.36,0,0,0
14.38,14,43.66,2.28,0.725,1,1,1,1,1,680,0.58,3,18.06,0,0,0
19.35,5,5.24,0.66,0.988,1,1,1,0,0,2034,0.99,6,41.38,0,0,0
6.32,4,8.53,0.06,0.502,1,0,1,0,0,1686,0.878,5,51.09,1,0,0
29.39,0,3.47,2.76,0.614,1,0,0,1,0,855,0.236,8,19.62,0,0,0
9.69,8,0.79,2.22,0.223,1,1,0,0,0,1086,0.782,4,21.0,0,0,0
9.12,20,8.26,2.93,0.497,0,1,1,0,0,10,0.78,2,11.66,0,0,0
165.39,3,21.93,5.8,1.616,1,0,1,0,1,689,0.99,5,59.68,0,0,0
31.13,1,13.09,10.84,0.528,1,0,1,0,0,10,0.533,6,64.21,0,0,1
29.2,14,3.48,2.86,2.795,1,0,0,0,0,2005,0.635,2,21.27,1,0,0
14.17,3,1.29,10.84,2.425,1,1,1,1,1,131,0.99,4,12.37,0,0,0
20.53,20,8.28,9.7,1.951,1,0,1,0,1,97,0.772,2,6.24,1,0,0
23.1,5,59.09,4.57,2.595,0,1,0,0,0,10,0.887,6,61.15,1,0,1
19.81,20,12.44,6.01,0.784,1,1,1,1,0,415,0.892,5,28.28,0,0,0
16.7,7,20.11,8.83,0.455,0,0,1,1,0,176,0.771,0,49.38,0,0,0
26.23,17,15.99,22.22,0.777,1,0,0,1,0,10,0.894,2,10.15,0,0,0
10.95,3,1.25,8.58,1.81,0,1,1,1,0,903,0.703,7,22.45,0,0,0
13.85,21,6.04,0.49,0.548,1,1,0,1,1,1057,0.939,3,53.7,1,0,0
18.92,22,8.26,1.88,0.348,0,1,0,0,0,1387,0.788,6,22.95,0,0,0
21.9,9,10.51,9.09,1.58,1,1,0,1,0,496,0.752,4,18.73,1,0,0
22.09,10,2.6,32.74,0.592,1,1,1,0,0,936,0.17,3,12.6,0,0,0
12.28,13,10.27,3.49,0.823,1,1,0,0,0,556,0.496,5,39.32,1,0,0
11.99,21,0.65,9.14,0.94,1,0,1,0,0,1342,0.61,3,47.53,0,0,0
36.51,0,6.29,4.39,1.94,0,0,1,1,0,1168,0.611,0,13.98,0,0,0
150.01,19,13.33,3.89,1.051,1,0,1,0,0,619,0.689,2,20.21,1,0,0
34.79,15,0.03,9.53,0.511,1,1,1,0,0,362,0.665,4,57.51,0,0,0
12.65,8,4.71,2.92,0.782,1,0,0,1,1,804,0.497,3,28.37,0,0,0
28.43,4,1.22,5.6,0.986,0,1,0,0,0,10,0.85,4,64.03,1,0,0
8.62,19,1.68,3.32,1.941,0,1,1,1,0,988,0.879,5,83.85,1,0,0
25.26,4,6.35,4.68,0.591,1,1,0,1,0,1080,0.586,2,9.38,1,0,0
50.18,23,5.48,6.06,1.314,1,1,0,0,0,812,0.882,0,34.9,0,0,0
14.22,10,20.17,4.53,0.465,1,1,0,1,0,57,0.734,2,36.68,0,0,0
18.29,11,0.23,1.35,1.356,0,0,0,0,0,427,0.851,2,57.91,0,0,0
19.4,8,10.98,1.4,1.364,0,1,0,1,1,634,0.669,4,34.07,0,0,0
28.78,5,11.02,8.66,2.49,0,1,0,0,0,1279,0.731,2,40.23,1,0,0
84.32,18,3.75,9.76,0.347,1,1,0,1,0,1491,0.742,1,64.02,0,0,0
20.53,20,24.65,8.95,1.84,1,0,1,0,0,1049,0.769,3,72.45,0,0,0
134.74,2,1.94,1.58,0.963,0,0,1,0,1,968,0.689,7,10.97,1,1,1
18.26,16,24.13,2.17,1.198,1,0,0,0,1,1386,0.366,4,7.1,0,0,0
37.78,6,5.33,0.07,2.046,0,0,0,0,0,744,0.358,5,32.67,0,0,0
55.31,11,17.44,9.74,1.073,1,1,1,1,1,583,0.607,4,22.92,0,0,0
72.07,11,8.35,3.97,0.675,1,1,1,0,0,532,0.83,5,36.33,0,1,0
23.62,8,4.35,11.23,1.178,1,0,0,0,0,803,0.713,5,26.36,0,0,0
17.27,23,5.25,6.25,1.922,1,0,0,1,0,675,0.717,4,13.51,0,0,0
14.95,2,10.45,3.74,1.967,1,1,1,1,0,1920,0.889,3,25.44,1,0,0
73.01,21,3.55,0.2,2.475,1,1,0,0,0,732,0.758,2,31.75,0,0,0
295.84,0,3.59,13.11,0.988,0,1,0,0,0,815,0.828,4,16.23,0,0,0
29.19,3,29.38,3.94,0.71,0,0,1,1,1,759,0.579,4,36.55,0,0,0
34.92,17,27.22,4.69,0.322,1,1,1,0,0,883,0.718,4,41.36,0,0,0
88.05,20,20.34,0.35,0.725,1,0,0,1,0,992,0.629,1,22.99,0,1,0
37.6,2,0.53,4.18,0.903,0,1,0,1,0,1182,0.653,1,27.41,0,0,0
13.8,16,18.64,15.57,1.138,1,0,0,0,0,517,0.495,1,21.33,0,0,0
87.55,6,20.19,4.02,0.688,1,0,0,1,0,370,0.612,4,28.04,0,0,0
53.38,7,12.08,5.91,1.945,1,1,1,0,0,952,0.794,4,12.92,1,0,0
68.02,17,1.91,5.17,1.125,1,0,0,0,0,1364,0.76,2,59.19,0,0,0
57.24,14,2.25,4.4,1.202,1,1,0,0,0,1223,0.717,7,30.74,0,1,1
28.02,10,0.12,34.18,1.148,1,0,1,1,0,10,0.771,4,30.22,0,0,0
39.49,12,20.51,5.69,0.599,1,1,0,0,0,701,0.84,4,55.66,0,1,0
21.44,13,3.1,6.94,1.403,1,0,0,0,1,640,0.686,3,11.35,0,0,0
4.99,17,0.04,0.99,1.516,1,0,0,1,0,733,0.99,3,40.48,0,0,0
15.07,1,4.71,1.32,1.237,1,1,1,0,0,877,0.42,5,22.58,0,0,0
19.89,0,14.55,5.6,0.79,0,1,1,0,0,309,0.702,4,25.27,0,0,0
52.67,0,24.7,2.92,1.576,1,1,1,1,0,33,0.99,4,13.32,0,0,0
85.32,6,0.35,12.69,3.202,1,0,1,1,0,660,0.687,6,13.93,0,0,0
17.93,11,22.77,15.82,0.878,1,1,1,0,0,1167,0.782,1,40.7,0,0,0
36.77,0,7.98,5.81,1.033,1,0,0,0,1,381,0.99,4,39.06,0,0,0
10.87,4,10.45,2.14,0.778,1,1,1,0,1,959,0.655,5,23.32,0,0,0
23.57,11,3.81,12.8,1.092,1,0,1,0,0,852,0.439,5,29.38,0,0,0
14.34,15,21.97,28.33,0.483,0,1,0,0,0,1231,0.551,5,65.33,0,0,0
16.9,4,21.71,30.81,0.891,1,0,0,0,0,621,0.739,5,28.79,0,1,1
4.97,15,1.2,0.43,1.654,1,0,1,0,0,581,0.433,1,26.67,0,0,0
14.83,11,0.6,3.1,0.611,0,0,0,1,0,10,0.899,6,17.95,1,0,0
35.79,23,12.63,6.1,0.894,1,1,0,1,0,253,0.599,9,9.2,1,0,1
43.73,6,3.58,2.62,0.698,0,0,0,0,0,729,0.862,3,35.52,1,0,0
9.97,0,7.95,3.67,0.192,0,1,1,0,0,1498,0.786,4,15.26,1,0,0
19.27,16,16.41,15.21,0.749,1,1,1,1,0,600,0.568,7,28.65,1,0,0
7.36,15,3.86,0.67,0.652,0,1,1,0,0,962,0.795,1,13.9,0,0,0
12.86,3,3.11,28.17,2.445,0,1,0,1,0,123,0.99,3,11.11,0,0,0
33.96,7,4.29,8.79,0.621,0,1,0,0,0,511,0.683,1,11.38,0,0,0
12.75,11,0.33,1.68,0.622,1,1,0,0,0,512,0.856,1,52.95,0,0,0
5.73,20,9.01,0.69,0.717,1,0,0,1,0,364,0.702,3,3.15,1,0,0
2.07,9,7.07,11.57,0.762,1,0,1,1,1,1238,0.99,3,21.76,0,0,0
32.41,2,69.37,2.95,0.554,1,0,0,1,0,990,0.859,3,62.21,0,0,0
32.07,20,4.99,5.65,0.762,0,1,0,0,0,677,0.977,4,44.3,0,1,0
13.09,9,0.78,5.72,1.411,0,1,0,1,0,1020,0.526,3,48.21,0,0,0
26.2,4,14.03,9.84,0.863,1,1,0,0,0,1317,0.76,2,20.18,0,0,0
4.68,8,19.42,1.43,0.888,0,0,0,1,0,525,0.733,2,24.77,0,0,0
29.87,15,30.98,1.47,0.762,0,0,0,0,0,418,0.748,6,45.56,0,0,0
9.65,22,1.59,44.6,0.794,1,1,0,1,1,745,0.626,9,26.06,1,0,0
36.48,13,9.67,2.55,1.405,0,1,0,0,0,479,0.482,5,55.27,0,0,0
84.24,20,11.04,12.18,0.836,1,0,1,0,0,1014,0.967,1,24.06,0,0,0
16.71,9,2.37,11.51,0.766,1,1,0,0,0,579,0.653,3,30.83,0,1,0
29.89,0,35.08,4.11,1.147,1,0,0,0,0,554,0.437,4,49.36,0,0,0
81.91,14,2.29,3.86,0.864,1,1,1,0,0,274,0.646,4,58.24,1,0,0
15.39,12,15.38,2.23,1.6,1,0,1,0,0,1030,0.99,3,32.86,1,0,0
21.91,13,2.43,2.6,0.993,1,1,0,0,0,44,0.695,4,10.43,0,0,0
99.91,17,14.71,6.34,0.864,0,1,0,0,0,736,0.664,3,30.54,0,0,0
20.44,0,18.85,0.4,1.886,1,1,0,1,0,293,0.614,5,29.06,0,0,0
16.46,6,25.25,3.1,2.254,1,1,1,1,0,672,0.896,3,80.1,0,0,0
29.26,20,11.23,19.72,0.835,0,1,0,0,0,635,0.851,5,10.59,1,0,0
7.02,12,23.55,0.84,0.854,1,0,0,1,1,1119,0.637,3,20.29,1,0,0
39.48,11,28.98,1.69,2.154,1,1,0,0,1,981,0.575,4,4.6,1,0,0
20.03,22,5.54,6.77,0.74,0,0,0,1,1,347,0.77,1,56.64,0,0,0
25.74,18,0.35,2.42,1.05,1,0,0,1,0,600,0.499,3,19.33,1,0,0
140.94,9,2.78,32.18,1.083,1,0,1,0,0,847,0.512,4,20.41,1,0,0
150.87,4,15.28,3.33,1.376,1,0,0,0,0,94,0.804,2,21.65,0,0,1
9.1,21,5.68,3.82,2.393,0,1,0,1,0,408,0.602,6,48.42,0,0,0
9.36,22,13.48,3.3,1.77,0,1,1,0,0,10,0.93,2,42.51,0,0,0
23.76,3,3.42,11.99,0.709,1,1,0,0,0,831,0.771,2,40.37,0,0,0
19.86,21,5.56,6.7,1.996,0,1,1,1,0,1343,0.632,4,39.32,0,0,0
9.59,21,11.85,7.88,1.918,1,0,0,0,0,643,0.715,3,44.97,0,0,0
42.06,12,20.5,6.78,0.489,1,0,1,1,0,605,0.516,4,10.65,1,0,0
50.55,4,8.12,6.75,0.645,1,0,1,0,0,636,0.772,6,51.54,0,0,0
21.18,15,2.28,14.94,1.277,0,1,1,1,1,652,0.976,2,57.05,0,0,1
3.97,15,7.43,7.39,1.36,1,0,1,1,0,134,0.553,2,18.05,0,0,0
69.01,16,47.84,2.88,0.785,0,0,0,0,0,643,0.648,6,22.87,0,0,1
17.59,21,9.6,1.31,0.65,1,1,1,0,1,111,0.515,3,33.78,0,0,0
48.92,11,18.47,2.8,1.216,0,1,1,1,0,406,0.93,4,29.49,0,1,0
19.93,15,12.35,4.72,0.592,0,0,0,1,0,204,0.933,5,36.33,0,0,0
25.72,19,1.0,7.92,0.72,1,1,0,1,0,390,0.76,9,63.22,0,0,0
39.05,14,12.09,8.13,0.909,0,0,0,1,0,808,0.731,4,34.27,1,0,0
28.12,11,29.84,0.48,0.619,1,0,1,0,0,929,0.761,2,42.16,0,0,0
10.43,17,13.61,5.06,0.954,1,1,0,0,0,194,0.896,2,33.8,1,0,0
18.56,9,10.59,2.59,0.799,1,1,0,1,0,772,0.584,6,59.95,1,0,0
11.97,22,9.37,2.75,0.781,1,0,0,0,0,251,0.776,2,5.74,0,1,0
16.18,23,30.24,0.04,0.902,0,1,1,1,0,10,0.671,5,41.51,0,0,0
25.37,8,1.73,3.51,1.775,1,0,0,0,0,1032,0.983,5,19.81,1,0,0
25.98,1,5.31,0.6,3.175,1,1,1,0,0,940,0.577,6,12.1,0,0,0
75.75,18,1.58,6.39,0.698,1,0,1,0,1,278,0.985,8,50.89,0,0,0
15.24,5,26.4,9.68,1.117,1,0,0,1,0,421,0.653,5,18.89,1,0,1
4.83,15,9.28,2.18,1.269,1,0,0,0,0,738,0.517,5,2.85,0,0,0
27.44,0,8.17,9.47,0.997,1,1,0,1,0,431,0.751,2,15.61,0,1,1
31.48,0,6.53,4.07,0.556,1,1,0,0,0,259,0.401,7,39.26,0,0,0
20.39,16,6.0,0.68,1.645,0,1,0,1,1,1007,0.731,5,13.71,0,0,0
14.34,17,3.32,0.32,1.165,1,0,0,1,0,1289,0.887,4,27.43,0,0,0
30.15,9,4.1,4.23,0.818,0,1,0,1,1,1181,0.748,4,46.03,0,0,1
22.59,2,22.79,0.32,1.549,1,0,0,0,0,657,0.698,4,15.64,1,0,0
15.55,7,0.33,4.23,1.316,1,1,0,0,0,1306,0.87,3,46.37,0,0,0
100.23,14,46.07,4.23,0.897,1,1,1,1,0,780,0.539,2,39.02,0,1,0
18.9,0,12.44,15.51,0.775,1,0,1,1,0,1325,0.801,2,15.45,0,0,0
50.92,15,4.03,1.4,0.611,1,1,1,0,0,679,0.876,0,10.03,0,0,0
74.11,22,11.21,10.94,1.973,1,1,1,0,0,612,0.845,2,22.05,0,1,0
12.99,19,5.94,2.63,0.394,1,1,0,0,0,52,0.701,3,39.79,1,0,0
4.6,19,15.2,8.0,0.976,1,1,0,1,0,451,0.979,3,10.68,0,0,0
28.03,7,4.59,9.15,2.008,0,1,0,1,0,10,0.694,5,19.97,0,0,0
40.78,10,9.17,6.93,0.474,1,1,1,0,0,415,0.623,3,26.7,1,0,0
28.96,15,21.76,0.64,1.707,1,1,0,1,0,552,0.799,1,44.76,0,0,0
17.25,21,9.33,3.09,1.063,1,0,0,0,0,900,0.834,5,46.23,1,1,1
26.9,23,2.18,36.08,0.963,1,0,0,0,0,897,0.743,1,52.22,1,0,0
104.8,21,2.0,6.45,1.695,1,1,0,0,0,578,0.67,4,25.01,0,0,0
6.19,9,26.65,7.03,0.418,1,1,0,0,0,711,0.781,3,14.5,1,0,0
15.0,12,0.41,17.57,2.608,0,1,0,1,0,615,0.627,4,23.93,0,0,0
23.12,7,26.01,12.29,1.321,0,0,1,0,0,10,0.743,1,16.43,0,1,0
21.89,5,1.39,1.46,0.631,1,0,0,0,0,332,0.688,3,35.17,1,0,0
19.35,5,12.02,9.85,0.83,0,1,0,1,0,333,0.945,5,2.03,1,1,0
83.13,17,4.25,5.43,0.471,0,1,0,0,0,665,0.949,2,41.91,0,0,0
24.22,20,0.41,0.02,0.973,0,1,0,1,0,537,0.712,1,39.32,0,0,0
15.7,4,3.99,5.35,1.302,1,1,0,1,0,789,0.99,1,9.43,1,0,0
28.11,8,13.68,11.88,0.907,0,1,0,0,0,599,0.786,3,38.61,0,0,0
41.14,8,32.25,4.82,1.803,0,1,0,1,0,441,0.743,3,44.69,0,0,0
24.41,12,0.03,7.6,2.048,1,1,1,1,0,472,0.891,2,36.28,1,0,0
30.29,7,58.29,3.84,0.765,1,0,0,0,0,10,0.99,1,19.98,1,0,0
8.05,19,15.1,13.14,1.52,0,0,1,0,0,556,0.917,5,15.53,1,0,0
39.21,7,0.04,1.13,0.745,0,1,0,1,0,410,0.916,5,17.77,0,0,0
5.81,16,28.18,1.78,1.695,0,0,0,1,1,309,0.99,7,40.13,1,1,0
24.74,12,34.58,1.17,1.34,1,1,0,0,0,1390,0.603,2,26.75,0,0,0
15.09,0,13.79,7.19,0.483,1,1,0,1,1,302,0.678,4,37.81,1,1,0
20.85,4,0.85,5.91,1.908,0,0,0,1,0,671,0.554,4,40.97,1,0,1
63.02,18,4.85,4.18,0.77,0,1,0,0,0,568,0.671,2,36.96,1,0,0
137.72,9,3.71,0.22,1.959,1,0,1,0,1,280,0.633,2,33.66,0,0,0
20.63,5,6.96,19.83,1.133,1,0,0,0,0,670,0.565,6,26.15,0,1,0
29.62,23,0.69,1.35,1.651,1,0,0,0,0,747,0.379,6,32.69,1,0,0
63.26,22,5.69,3.42,0.811,1,1,0,0,0,429,0.678,7,9.16,1,0,0
16.65,10,8.1,15.32,2.218,1,0,0,1,0,601,0.252,4,12.75,0,0,0
16.15,17,10.94,8.99,0.688,1,1,0,1,0,510,0.518,6,34.91,0,0,0
18.67,17,3.18,7.74,2.202,1,1,0,0,0,780,0.731,5,22.71,0,0,0
25.36,20,40.02,11.15,1.034,0,0,1,1,0,1318,0.447,3,12.03,0,0,0
9.79,6,5.2,7.57,1.369,0,1,0,0,0,665,0.545,5,69.51,0,0,0
15.5,11,5.59,4.25,2.362,1,1,1,0,0,1211,0.547,1,34.96,0,0,0
6.12,22,9.67,9.62,0.884,1,1,0,0,0,620,0.723,4,2.24,0,0,0
11.38,21,2.27,8.8,1.271,1,0,0,0,0,285,0.799,3,33.72,0,0,0
9.92,17,16.23,5.03,1.872,1,0,0,1,0,26,0.725,3,29.38,1,1,0
16.24,4,0.9,9.34,0.968,1,0,1,1,0,126,0.521,0,51.19,0,0,0
16.19,15,10.18,7.23,0.712,0,1,1,0,0,1001,0.738,2,37.63,0,0,0
15.16,3,14.59,1.38,1.128,0,0,1,1,1,112,0.72,4,29.77,0,1,1
247.97,1,18.46,3.99,1.639,1,1,1,0,0,683,0.633,2,49.55,0,0,0
5.43,15,35.11,1.46,0.866,1,0,1,1,0,895,0.496,4,56.64,0,0,0
21.38,23,1.8,0.18,1.683,0,1,0,0,1,905,0.445,4,5.75,0,1,0
22.17,17,9.61,9.55,0.573,1,1,0,1,0,214,0.582,4,20.64,0,0,0
9.88,8,0.99,0.06,1.333,1,0,0,0,0,341,0.719,4,64.64,0,0,0
63.75,16,1.3,0.77,0.999,1,1,1,1,0,663,0.791,0,14.11,1,0,0
45.84,20,4.71,5.64,1.634,1,0,1,0,0,516,0.9,4,18.13,1,0,0
24.95,7,28.22,7.26,1.135,0,1,0,0,0,845,0.903,7,16.09,1,0,0
17.19,10,3.16,31.92,0.874,1,0,0,1,0,1012,0.69,6,22.76,1,0,0
7.32,12,9.2,2.24,2.432,1,1,1,1,0,689,0.614,2,44.49,0,0,0
12.67,9,2.27,45.15,1.14,1,0,1,1,0,106,0.848,1,36.05,0,0,0
13.67,6,4.29,6.72,1.756,1,0,1,1,0,740,0.714,4,17.57,0,0,0
12.09,21,1.15,3.77,3.111,1,1,1,0,0,897,0.738,2,12.22,0,0,0
1.62,15,8.75,35.75,0.645,1,1,1,1,0,631,0.294,3,43.73,0,0,0
39.33,22,20.65,4.49,1.382,1,0,0,0,0,490,0.745,0,39.52,0,0,0
31.59,13,4.34,13.96,0.532,1,1,1,0,0,427,0.91,4,23.16,1,0,0
7.87,13,16.49,8.4,0.488,1,0,0,1,1,946,0.99,2,5.06,0,0,0
11.12,21,8.17,5.4,0.894,1,0,0,1,0,1639,0.99,3,12.66,0,0,0
37.86,6,12.49,1.89,1.306,1,0,1,1,0,678,0.673,2,20.26,1,0,0
138.75,18,1.35,12.33,0.543,1,1,1,1,0,970,0.678,1,11.16,0,0,0
62.46,21,24.53,13.92,1.632,1,0,0,0,1,583,0.69,4,31.18,0,0,0
33.7,18,14.65,7.12,0.904,1,1,1,0,0,1041,0.933,3,11.74,0,0,0
62.33,7,13.96,2.11,1.637,1,0,0,1,0,10,0.459,6,8.69,0,0,0
6.39,22,5.26,4.69,0.66,1,0,1,0,0,454,0.868,2,14.48,0,0,0
29.06,8,0.06,11.4,1.647,1,1,1,0,0,271,0.831,4,38.42,0,0,0
73.3,23,23.45,8.35,1.358,0,1,1,1,0,425,0.768,1,16.93,0,0,0
24.96,23,15.54,13.56,0.714,0,0,0,1,0,966,0.521,1,48.22,0,1,1
40.44,18,10.02,0.77,0.962,1,0,0,1,1,712,0.739,5,21.2,1,0,1
52.31,11,24.66,0.69,1.123,1,1,0,0,1,1364,0.887,3,38.44,0,0,0
25.8,1,20.84,13.32,1.773,1,0,1,1,0,1177,0.555,2,12.58,0,0,0
4.1,20,13.25,15.85,1.039,0,1,1,0,1,1005,0.762,3,22.1,0,0,0
31.59,11,5.64,12.6,0.802,1,1,0,1,0,1469,0.99,5,42.04,0,0,0
21.02,2,0.72,5.46,1.081,1,1,1,0,0,819,0.99,1,32.31,0,0,0
24.7,9,14.94,2.91,1.214,1,1,1,0,1,587,0.627,2,20.28,0,0,0
39.32,9,11.26,6.11,0.38,0,0,0,1,0,10,0.876,5,36.59,1,0,1
7.54,9,7.45,4.33,0.844,1,0,1,1,0,205,0.877,2,55.93,0,0,0
44.9,21,29.22,3.97,1.69,1,0,0,0,0,416,0.99,3,9.25,1,0,0
12.21,7,57.13,19.16,0.666,1,1,0,0,0,10,0.527,4,34.91,0,0,0
18.74,2,7.64,14.66,0.853,1,1,1,1,1,678,0.706,5,35.4,1,0,1
23.73,4,7.05,0.51,0.977,0,1,0,1,0,726,0.646,3,34.6,1,1,0
16.21,17,1.83,16.05,1.364,1,0,1,1,0,382,0.828,3,32.93,0,0,0
15.47,4,18.12,13.79,0.331,1,1,0,0,0,843,0.99,5,33.51,1,0,0
15.23,8,21.42,22.57,0.674,0,1,0,0,0,931,0.771,7,24.84,1,1,0
114.31,23,9.66,13.93,1.612,0,0,0,0,1,242,0.875,2,20.77,0,0,0
4.49,19,20.1,6.69,0.849,1,1,1,1,0,478,0.741,7,23.59,1,1,0
31.88,7,6.02,9.77,2.073,0,1,0,0,0,130,0.695,1,27.64,0,0,0
3.65,17,4.48,6.4,0.987,0,0,1,1,0,653,0.53,3,19.08,0,0,0
32.41,23,43.08,8.23,1.353,1,0,0,1,1,1564,0.746,2,24.23,1,0,1
